id,guid,published_on,imageurl,title,url,body,tags,lang,upvotes,downvotes,categories,source_info,source,date
36843245,https://en.coinotag.com/rumble-considers-bitcoin-investment-strategy-based-on-market-conditions-and-liquidity-needs/,1732576612,https://resources.cryptocompare.com/news/77/36843245.jpeg,Rumble Considers Bitcoin Investment Strategy Based on Market Conditions and Liquidity Needs,https://en.coinotag.com/rumble-considers-bitcoin-investment-strategy-based-on-market-conditions-and-liquidity-needs/,"Rumble Inc. is stepping into the cryptocurrency arena by allocating up to $20 million of its cash reserves into Bitcoin, marking a significant trend in corporate crypto adoption. With inflation",News|BTC,EN,0,0,BTC|MARKET,"{'name': 'CoinOtag', 'img': 'https://resources.cryptocompare.com/news/77/default.png', 'lang': 'EN'}",coinotag,2024-11-25 23:16:52
36843415,https://crypto.news/?p=14313847,1732576900,https://resources.cryptocompare.com/news/73/36843415.jpeg,Trump holds $7 million in crypto: Arkham Intelligence,https://crypto.news/trump-holds-7-million-in-crypto/,"Donald Trump, President-elect of the United States, revealed holds $7.2 million in many cryptocurrencies. This is another proof that he is a pro-crypto. According to data from Arkham Intelligence, on Nov. 25, the 47th President of the United States owned…",News|Crypto assets|Donald Trump,EN,0,0,ARKM|REGULATION,"{'name': 'crypto.news', 'img': 'https://resources.cryptocompare.com/news/73/default.png', 'lang': 'EN'}",crypto_news,2024-11-25 23:21:40
36843403,https://crypto.news/?p=14313847,1732576900,https://resources.cryptocompare.com/news/74/36843403.jpeg,Trump holds $7 million in crypto: Arkham Intelligence,https://crypto.news/trump-holds-7-million-in-crypto/,"Donald Trump, President-elect of the United States, revealed holds $7.2 million in many cryptocurrencies. This is another proof that he is a pro-crypto. According to data from Arkham Intelligence, on Nov. 25, the 47th President of the United States owned…",News|Crypto assets|Donald Trump,EN,0,0,ARKM|REGULATION,"{'name': 'nft.news', 'img': 'https://resources.cryptocompare.com/news/74/default.png', 'lang': 'EN'}",nft_news,2024-11-25 23:21:40
36843552,https://en.coinotag.com/jupiter-community-weighs-70-approval-for-1-5-billion-in-jup-airdrops-amid-governance-proposal/,1732577200,https://resources.cryptocompare.com/news/77/36843552.jpeg,Jupiter Community Weighs 70% Approval for $1.5 Billion in JUP Airdrops Amid Governance Proposal,https://en.coinotag.com/jupiter-community-weighs-70-approval-for-1-5-billion-in-jup-airdrops-amid-governance-proposal/,"In a significant move within the crypto community, Jupiter is allowing stakeholders to vote on a proposal to allocate $1.5 billion worth of JUP tokens for future airdrops. This unprecedented",News|JUP,EN,0,0,JUP,"{'name': 'CoinOtag', 'img': 'https://resources.cryptocompare.com/news/77/default.png', 'lang': 'EN'}",coinotag,2024-11-25 23:26:40
36843616,https://www.cryptointelligence.co.uk/?p=25372,1732577285,https://resources.cryptocompare.com/news/95/default.png,"Solana Memecoin Bullish Pepe to Surge 18,000% Before Exchange Listing, While Bonk, DOGE and SHIB Drop",https://www.cryptointelligence.co.uk/solana-memecoin-bullish-pepe-to-surge-18000-before-exchange-listing-while-bonk-doge-and-shib-drop/,"Bullish Pepe could turn early investors into multi-millionaires, like other memecoins, such as Shiba Inu (SHIB) and Dogecoin (DOGE), did. Bullish Pepe (BULLPEPE), a Solana memecoin launched today, is set to explode over 18,000% in price in the coming days. This is because BULLPEPE is set to soon be listed on numerous crypto exchanges, according to reports. This will give the Solana memecoin exposure to millions of additional investors, who will pour funds into the coin and cause its price to rally, which will benefit investors who buy before these new exchange listings. Currently, Bullish Pepe can only be purchased",Blockchain News|Crypto News Today|Press Releases,EN,0,0,TRADING|SHIB|DOGE|SOL|EXCHANGE,"{'name': 'CryptoIntelligence', 'img': 'https://resources.cryptocompare.com/news/95/default.png', 'lang': 'EN'}",cryptointelligence,2024-11-25 23:28:05
36845443,https://cryptonews.com/?p=311837,1732577400,https://resources.cryptocompare.com/news/52/36845443.jpeg,South Korean Lawmakers Still at Loggerheads Over Crypto Tax as Deadline Looms,https://cryptonews.com/news/south-korean-lawmakers-still-at-loggerheads-over-crypto-tax-as-deadline-looms/,"South Korean lawmakers are still divided over the issue of crypto tax, with time running out for MPs to reach a consensus. The post South Korean Lawmakers Still at Loggerheads Over Crypto Tax as Deadline Looms appeared first on Cryptonews .",Blockchain News|News|South Korea|Tax,EN,0,0,REGULATION,"{'name': 'cryptonews', 'img': 'https://images.cryptocompare.com/news/default/cryptonews.png', 'lang': 'EN'}",cryptonews,2024-11-25 23:30:00
36843670,https://cointelegraph.com/news/ripple-launched-first-tokenized-money-market-fund-on-xrp-ledger,1732577447,https://images.cryptocompare.com/news/default/cointelegraph.png,"Ripple, Archax debut first tokenized money market fund on XRP Ledger",https://cointelegraph.com/news/ripple-launched-first-tokenized-money-market-fund-on-xrp-ledger?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"To kick things off, Ripple’s XRP Ledge will tokenize asset manager asset manager abrdn’s $4.77 billion US dollar Liquidity Fund.",Archax|Arbdn|Arbdn US Dollar Liquidity Fund|Real-World Asset|Money Market Fund|BlackRock USD Institutional Digital Liquidity Fund|Dune Analytics,EN,0,0,XRP|MARKET|WALLET,"{'name': 'CoinTelegraph', 'img': 'https://images.cryptocompare.com/news/default/cointelegraph.png', 'lang': 'EN'}",cointelegraph,2024-11-25 23:30:47
36844019,https://en.coinotag.com/ripples-xrp-ledger-tokenizes-4-77-billion-money-market-fund-signaling-potential-in-real-world-asset-tokenization/,1732578030,https://resources.cryptocompare.com/news/77/36844019.jpeg,"Ripple’s XRP Ledger Tokenizes $4.77 Billion Money Market Fund, Signaling Potential in Real-World Asset Tokenization",https://en.coinotag.com/ripples-xrp-ledger-tokenizes-4-77-billion-money-market-fund-signaling-potential-in-real-world-asset-tokenization/,Ripple has made significant strides in the realm of financial technology by tokenizing asset manager abrdn’s substantial $4.77 billion US dollar Liquidity Fund on the XRP Ledger. This landmark move,News|Ripple|ETH|XLM|XRP,EN,0,0,XRP|WALLET|MARKET|ETH|XLM,"{'name': 'CoinOtag', 'img': 'https://resources.cryptocompare.com/news/77/default.png', 'lang': 'EN'}",coinotag,2024-11-25 23:40:30
36844052,https://decrypt.co/?p=293537,1732578065,https://resources.cryptocompare.com/news/44/36844052.jpeg,"Bitcoin Dips to $93,000 With $400 Million in Longs Rekt. Where to From Here?",https://decrypt.co/293537/bitcoin-dips-to-93000-with-400-million-in-longs-rekt-where-to-from-here,"Market makers may be intentionally driving prices down to trigger a liquidation of leveraged longs, Decrypt was told.",|Markets,EN,0,0,BTC|MARKET,"{'name': 'Decrypt', 'img': 'https://images.cryptocompare.com/news/default/decrypt.png', 'lang': 'EN'}",decrypt,2024-11-25 23:41:05
36844058,https://en.coinotag.com/market-makers-may-be-influencing-bitcoins-price-decline-amid-liquidation-event-and-year-end-rebalancing/,1732578156,https://resources.cryptocompare.com/news/77/36844058.jpeg,Market Makers May Be Influencing Bitcoin’s Price Decline Amid Liquidation Event and Year-End Rebalancing,https://en.coinotag.com/market-makers-may-be-influencing-bitcoins-price-decline-amid-liquidation-event-and-year-end-rebalancing/,"The recent downturn in Bitcoin’s price highlights the volatility and complexity of the cryptocurrency market, as market makers engage in strategic positioning. This sharp sell-off is not entirely unexpected, as",News|BTC,EN,0,0,BTC|MARKET|TRADING,"{'name': 'CoinOtag', 'img': 'https://resources.cryptocompare.com/news/77/default.png', 'lang': 'EN'}",coinotag,2024-11-25 23:42:36
